LK99,lesní klub, U Tří veverek, Přemyslova 1791/21  Nový Hradec Králové 50008,, info@vsemivjemy.cz,,12,50.1752457,15.8631259999999
LK32,lesní klub, Klub V Lese, Potoky 1398  Roztoky,, esedra.os@gmail.com,,12,50.1684479,14.3750329
LK13,lesní klub, Dětský klubík MáJA o.p.s., Husův sbor 9.května 502  Lužná u Rakovníka,, klubikmaja@email.cz,,12,50.1445747,13.7657675
LK75,lesní klub, LK Budka Kladno, Srby 130  Tuchlovice,, lk@budkakladno.cz,,12,50.1409975,14.0219878
LK97,lesní klub, Tři údolí, Libčická 333/2 (přízemí)  Praha 8 - Čimice  181 00,, koordinace@3udoli.cz,,12,50.1407678,14.4315791
LK6,lesní klub, Cestička, lesopark Kbely  les Vinoř,, cesticka@spolekcesticka.cz,,12,50.1342368459972,14.5581056363514
LK85,lesní klub, Satalický pramínek - lesní klub Satalice, U Obory 385  Praha 9  Satalice  19015,, praminek.satalice@gmail.com,,12,50.126772,14.574743
LK12,lesní klub, Dětský klub Zahrádka Troja, Na Farkách   Praha 7 - Troja,, zahradka.klub@gmail.com,,12,50.124757,14.40598
LK11,lesní klub, Dětský klub Šárynka, V Podbabě 29b  16000 Praha 6,, sarynka@ekodomov.cz,,12,50.1225536,14.3903715999999
LK103,lesní klub, Zahradní školka Kuchyňka, ul. Květinářská  Praha,, skolka@asociaceampi.cz,,12,50.1183364,14.4474056
LK39,lesní klub, Lesní klub HAVRÁNEK, Pod Havránkou 1253/7  Praha 7 Trója,, klara@klubhavranek.cz,,12,50.1177231,14.4152252
LK26,lesní klub, Ekoškolka Rozárka, Pod Havránkou 12/2  Praha 7 – Troja  170 00,, eva.surova@podhoubi.cz,,12,50.1157352,14.4169294
LK21,lesní klub, DLK V mechu a kapradí, Šlechtitelská 193  190 14 Praha 9 - Klánovice,, lesniskolka@vmechu.cz,,12,50.0997848,14.6888046
LK76,lesní klub, LŠ VLČÍ DOUPĚ, Krnov Ježník,, lesniskolka.krnov@seznam.cz,,12,50.0930667,17.640904
LK29,lesní klub, Hvězdy v lese, Huberova 1,, johana@passerin.cz,,12,50.0804475,14.3222372
LK28,lesní klub, HURÁ VEN, Na Hrázi  Hostivice,, enviklub@hura-ven.cz,,12,50.0765290910012,14.2440218460328
LK24,lesní klub, DÚLEK, Pražská 01  Úvaly  25082,, info@skolka-dulek.cz,,12,50.0732910365446,14.7166506183853
LK27,lesní klub, EkoŠkolka Vidoule, Naskové 1189/1  150 00 Praha 5 - Košíře,, ekoskolkavidoule@gmail.com,,12,50.0684947,14.360215
LK3,lesní klub, Blátivé děti, U Lesíka  150 00 Praha 5,, blativedeti@gmail.com,,12,50.0646843,14.3576209
LK72,lesní klub, Libeň Monsters, Štorchova 1555/5  Praha 8 Libeň  180 00,, info@libenmonsters.cz,,12,50.0599990999999,14.428438
LK71,lesní klub, Lesníček, Kubatova 1/32 Praha 10,, lesnicek@toulcuvdvur.cz,,12,50.0482028,14.519732
LK38,lesní klub, Lesní dětský klub Prokopáček, Praha 5  Hlubočepská 80,, klubprokopacek@seznam.cz,,12,50.0406129255004,14.3864667133696
LK93,lesní klub, Strom života - Lesní klub Letohrad, Zahradní domek č.p.2  Letohrad  561 51,, Lesniklub@lsg.cz,,12,50.0354347,16.4976656
LK77,lesní klub, MEZI STROMY, Milíčovský les  Praha 11 - Háje,, lmk@mezi-stromy.cz,,12,50.024592684638,14.5414778755283
LK96,lesní klub,TEEPEES - Mokřínek, V Mokřinách 357  Praha 4,, marketakoh@gmail.com,,12,50.0217548,14.4049392
LK5,lesní klub, Cesta Malého stromu, Horní Libchavy 127  56116 Libchavy,, CestaMalehoStromu@gmail.com,,12,50.0169750472855,16.3773239110229
LK91,lesní klub, sOOvička, Praha 10  Do Lipan,, soovicka@soovakolovraty.cz,,12,50.0068677313522,14.6271383141166
LK34,lesní klub, Lesíček, K Ladům 85  Praha 12,, info@lesicek.cz,,12,49.992374,14.43467
LK88,lesní klub, Skřítci z borovic, Litomyšlská  Choceň 565 01,, skritcizborovic@seznam.cz,,12,49.988234414738,16.2298777346709
LK92,lesní klub, Soukromá MŠ a ZŠ Petrklíč, Náměstí Osvoboditelů 6  Praha-Radotín,, centrum@petrklic.net,,12,49.9839856,14.3584436
LK50,lesní klub, Lesní klub Pramínek - Ekocentrum Říčany, Říčany 375  25101 Říčany,, barbora.smetankova@lesniklubpraminek.cz,,12,49.9753228,14.6704456
LK8,lesní klub, Dětský klub CHRPA, Raisova 247  25229 Dobřichovice,, dkchrpa@seznam.cz,,12,49.927792,14.268632
LK16,lesní klub, Dětský lesní klub Letokruh, Přívrat  st 319,, letokruh.klub@seznam.cz,,12,49.9246035,16.3969696
LK104,lesní klub, ZeMě  lesní školka a komunitní škola, Sportovní 3552  Řevnice,, skolka.zeme@gmail.com,,12,49.9084225,14.2370481
LK44,lesní klub, Lesní klub Lískáček, Jílové u Prahy,, Olga.lyzbicka@centrum.cz,,12,49.8973373,14.4997786999999
LK30,lesní klub, Hvozdík, V Šerpinách  252 06 Davle  Česká republika,, os.hvozdik@gmail.com,,12,49.8958942,14.3789428
LK56,lesní klub, Lesní klub Zvonek, Polní ulice  Raduň  Opava,, klub.zvonek@seznam.cz,,12,49.8958165979828,17.9452172449829
LK101,lesní klub, Vrabčí hnízdo, Vrablovecká Ludgeřovice,, lsvrabcihnizdo@gmail.com,,12,49.8811159,18.2430647
LK86,lesní klub, Sedmikvítek, Na Kvíkalce  Mníšek pod Brdy,, essentia@7kvitek.cz,,12,49.8705723844627,14.2517041613768
LK49,lesní klub, Lesní klub Pod Starým Dubem, Plinkout 30  Douhá Loučka 783 86,, lms.Podstarymdubem@seznam.cz,,12,49.8412143,17.1748861
LK57,lesní klub, Lesní rodinný klub Mohykáně, Sídliště Karla Sezimy 1115  26801 Hořovice,, info.srdcemvlese@gmail.com,,12,49.8302183,13.9156547
LK62,lesní klub, Lesní školka Mokrovraty, Mokrovraty,, skolkamokrovraty@centrum.cz,,12,49.803705,14.238921
LK25,lesní klub, Dvoreček, Chotěboř,, dvorecek@dvursychrov.cz,,12,49.7934131,15.5219211
LK55,lesní klub, lesní klub Větvička, Plaská 877  Plzeň 323 00,, skolkavetvicka@seznam.cz,,12,49.7923820877848,13.3897324918607
LK51,lesní klub, Lesní klub pro děti Napísek,Starý pískový lom  Kukle u Svitav  Mikuleč,, lesniklubnapisek@gmail.com,,12,49.790347573949,16.4301748418427
LK61,lesní klub, Lesní školka Medvíďata, Pode Dvory 1  Plzeň (u Seneckého rybníka),, medvidata@skaut.cz,,12,49.7850550691393,13.3935337433777
LK102,lesní klub, Zahradní klub Dešťovka, Komenského 86  Neveklov  25756,, info@klubdestovka.cz,,12,49.7531881,14.5312391
LK70,lesní klub, Lesní třída Kamenka, Kamenka 86  742 35 Odry,, lesnitrida.kamenka@seznam.cz,,12,49.7353951,17.7954644
LK45,lesní klub, Lesní klub Meluzína, Městečko Trnávka - Mezihoří 91  571 01,, meluzina@centrum.cz,,12,49.7024294,16.7410129
LK46,lesní klub, Lesní klub Mloček, Věžnice  Bouzov,, lenka.simkova@grnm.cz,,12,49.691965,16.845542
LK2,lesní klub, Bezinka, Palkovice 886  okr. Frýdek-Místek,, skolka.bezinka@email.cz,,12,49.6516700046812,18.3082036761962
LK52,lesní klub, Lesní klub Sasanka, Lelov Stod 3301,, lesniklubsasanka@seznam.cz,,12,49.6200141,13.1649647
LK59,lesní klub, Lesní školka Hrádeček, Hrádek 167  Hrádek  739 97,, slezskyhradecek@gmail.com,,12,49.6141468999999,18.7393213999999
LK90,lesní klub, Sofisa, Řepčín,, sofisa@sofisa.cz,,12,49.6077472,17.2338594
LK98,lesní klub, U potůčku, Závišice 74221,, lesniskolkaupotucku@gmail.com,,12,49.6047717,18.1024297
LK41,lesní klub, Lesní klub Jasánek, č.p. 290  Krásná  739 04,, info@lkjasanek.cz,,12,49.5748147,18.4762997
LK63,lesní klub, Lesní školka Na Svinci, Kojetín 56  Nový Jičín,, skolkanasvinci@gmail.com,,12,49.570011,17.9921342
LK18,lesní klub, Dětský lesní klub Na trojanovské pasece, Trojanovice č. ev. 19,, Info@lesniskolkatrojanovice.cz,,12,49.527672997618,18.2544331045074
LK83,lesní klub, Rožnovská lesní mateřská škola z.s., Pod Kozincem 609  75661 Rožnov pod Radhoštěm,, skolka@lsroznov.cz,,12,49.4709303,18.1499252
LK14,lesní klub, Dětský lesní klub Hájenka, Zborná 28  586 01 Jihlava,, klub.hajenka@seznam.cz,,12,49.4670712,15.5939793
LK105,lesní klub, Žijem lesem, Tábor - Větrovy  39002,, monika@zijemlesem.cz,,12,49.3906470679882,14.6613302305663
LK58,lesní klub, Lesní rodinný klub na Tišnovsku, Lomnička  č.p. 101,, nesporova.adela@gmail.com,,12,49.3770793,16.4298307
LK66,lesní klub, Lesní školka Sluněnka Olomouc, Olomouc Slavonín  Hakenova ulice ,, klub.zahradka@gmail.com,,12,49.33342,17.14295
LK78,lesní klub, Na Pasece, Hrobická 75  Zlín - Velíková  Anenská 119 Zlín-Jaroslavice,, info@napasece.net,,12,49.2874558731278,17.762464198217
LK94,lesní klub, Světýlko, Zámek 1  Lesní Hluboké 66483,, malenkakol@email.cz,,12,49.2654542,16.3089481
LK68,lesní klub, Lesní Skřítci, Bílovice nad Svitavou  Palackého 181,, lesniskritci@email.cz,,12,49.246093,16.6768403
LK35,lesní klub, Lesinka, Kaprálův mlýn  Ochoz u Brna 235  664 02,, info@lesinka.cz,,12,49.2424586,16.7328751
LK10,lesní klub, Dětský klub Remízek, Kraselov 53  38716 Volenice - venkovní zázemí Milčice,, anetaira@seznam.cz,,12,49.2329592,13.7998503
LK17,lesní klub, Dětský lesní klub Machanka, Brno-Bystrc 54  635 00 Brno,, info@machanka.cz,,12,49.228787,16.5260415
LK19,lesní klub, Dětský lesní klub Stromík, Hostěnická 626  Pozořice   664 07 ,, klara.krchnava@stromik.cz,,12,49.224319862311,16.7999387659454
LK84,lesní klub, Rybička, Královopolská 74  Brno (zastávka Přívrat),, rybicka.info@gmail.com,,12,49.2179643,16.5732754
LK20,lesní klub, DLK Mariánka, konec ul. Samoty  Brno-Líšeň,, info@lesnimarianka.cz,,12,49.2154416858802,16.6988843173355
LK54,lesní klub, Lesní klub Sojka, Jundrov ev. č. 129  Brno,, skolka.sojka@gmx.com,,12,49.2146308,16.5503919
LK69,lesní klub, Lesní spolek Oslavánek, U Vícenického žlebu 2  Náměšť nad Oslavou 675 71,, oslavanek@email.cz,,12,49.208397,16.1384069
LK65,lesní klub, Lesní školka Šiška, Libušino údolí  62300 Brno-Kohoutovice,, lesniklubsiska@email.cz,,12,49.2006142389733,16.5456064846252
LK48,lesní klub, Lesní klub Na Větvi, Slavatovská 86  588 56 Telč,, navetvispolu@gmail.com,,12,49.1876439,15.4501047
LK79,lesní klub, Přírodní dětský klub Človíček, Lesní hřiště na konci ulice Práčata  Brno - Bosonohy  642 00,, clovicek.brno@atlas.cz,,12,49.182202,16.515413
LK106,lesní klub, Živě v trávě, Kruplov  Jarošov nad Nežárkou,, zivevtrave@gmail.com,,12,49.1816532,15.0651154
LK15,lesní klub, Dětský lesní klub Kvítek, Brno - Líšeň  lokalita Zlámanky,, info@lesnikvitek.cz,,12,49.12093,16.42344
LK31,lesní klub, Klíček, Modrá 84,, pataki@uh.cz,,12,49.1097459,17.4048667
LK81,lesní klub, Přírodní školka Výhonek, Židlochovice  Komenského ,, spolekvyhonek@gmail.com,,12,49.0304857651334,16.6270348528396
LK82,lesní klub, Radovánky - Kyjov, Kyjov - Za Humny,, zanetabrhelova@seznam.cz,,12,49.0295018513537,17.1272820824543
LK95,lesní klub, Svobodná základní škola a lesní mateřská škola DOMA V LESE  z.s., Třísov,, info@domavlese.cz,,12,48.8826647,14.3465275999999
LK4,lesní klub, Budulínek, Hodonín,, budulinekhodonin@seznam.cz,,12,48.8529391,17.1260025
LK22,lesní klub, Domček Lesníček, Limbach  Suchý vrch 81,, lesna.skolka.domcek@gmail.com,,12,48.292825,17.204579
ls1,lesní školka,Lesní mateřská škola Samorost  z. s.,Moskevské náměstí 2163 Teplice  41501,777 989 026,samorostprobostov@gmail.com,http://www.klubsamorost.cz,15,,
ls2,lesní školka,Lesní mateřská škola Venku  z. s.,Brná 36 Ústí nad Labem  40321,723 054 848,k.kostinkova@gmail.com,http://www.skolkavenku.cz,18,,
ls3,lesní školka,Lesní mateřská škola Vážka  příspěvková organizace,Srbská Kamenice 54 Srbská Kamenice  40715,770 167 515,lesni@skolkavazka.cz,http://www.skolkavazka.cz,18,,
ls4,lesní školka,Lesní mateřská škola Cílek z.s.,Poděbradská 1867 Nymburk  28802,734 472 224,skolkacilek@email.cz,http://www.skolkacilek.cz,24,,
ls5,lesní školka,Lesní mateřská škola Dobroděj  z.s.,Březina  č.p. 24  Březina  67905,605 111 676,kelblovavera@seznam.cz,http://www.lmsdobrodej.cz,15,,
ls6,lesní školka,Lesní mateřská škola DÚLEK  z.s.,Husova 29 Úvaly  25082,725 757 553,info@skolka-dulek.cz,http://www.není,15,,
ls7,lesní školka,Lesní mateřská škola Jaata  s.r.o.,Řešovská 492 Praha 8  18100,603 200 512,lms.jaata@gmail.com,http://www.jaata.cz,15,,
ls8,lesní školka,Lesní mateřská škola Jelínek,Rudka  č.p. 2  Kunštát  67972,606 722 988,zorienka@gmail.com,http://www.lsjelinek.cz,15,,
ls9,lesní školka,Lesní mateřská škola Kulíšek z.s.,Krakovská 430 Kralupy nad Vltavou  27801,737 634 085,dymackova.blanka@gmail.com,http://www.kulisek.online,15,,
ls10,lesní školka,Lesní mateřská škola Lesmír z.s.,Horova 973 Liberec  46001,777 560 767,skolka@lesmir.cz,http://www.lesmir.cz,30,,
ls11,lesní školka,Lesní mateřská škola Mariánka,Viničné Šumice  č.p. 137  Viničné Šumice  66406,777 145 343,klaker626@gmail.com,http://www.lesnimarianka.cz,30,,
ls12,lesní školka,Lesní mateřská škola Medvíďata,Americká 7 Plzeň  30100,+42 073 942 9970,medvidata@skaut.cz,http://www.skolka.skauting.cz,22,,
ls13,lesní školka,Lesní mateřská škola Mraveneček z. ú.,Prostřední Lánov  č.p. 247  Lánov  54341,601 394 974,linda.zelenkova@gmail.com,http://www.lesniklubmravenecek.cz,15,,
ls14,lesní školka,Lesní mateřská škola Mraveniště z.s.,Brušperská 592 Stará Ves nad Ondřejnicí  73923,739 669 345,skolkamraveniste@email.cz,http://www.skolkamraveniste.cz,24,,
ls15,lesní školka,Lesní mateřská škola Na dvorečku,Karlštejnská 253 Černošice  25228,777 258 450,jedenstrom@volny.cz,http://www.jedenstrom.cz,32,,
ls16,lesní školka,Lesní mateřská škola Na Větvi,Hlavní 210 Hradec Králové  50008,721 914 362,lmsnavetvi@seznam.cz,,24,,
ls17,lesní školka,Lesní mateřská škola Remízek  z.s.,Milčice  č.p. 5  Kraselov  38716,728 247 876,anetaira@seznam.cz,,15,,
ls18,lesní školka,Lesní mateřská škola Sedmikrásek  z. s.,Babice nad Svitavou  č.p. 162  Babice nad Svitavou  66401,774 854 447,7krasek@gmail.com,http://www.sedmikrasek.cz,15,,
ls19,lesní školka,Lesní mateřská škola Šemíček,Tyršovo návrší 119 Řícmanice  66401,737 850 446,skolkasemicek@gmail.com,http://www.skolkasemicek.cz,15,,
ls20,lesní školka,Lesní mateřská škola Stromeček  z.s.,Na Výsluní 364 Měšice  25064,608 135 237,info@klubstromecek.cz,http://www.klubstromecek.cz,24,,
ls21,lesní školka,Lesní mateřská škola Studánka,Tovární 80 Beroun  26601,777 216 096,lsmsberoun@gmail.com,http://www.lkstudanka.cz,15,,
ls22,lesní školka,Lesní mateřská škola Těptín z. s.,Táhlá 1846 Kamenice  25168,724 854 591,monika.matouskova@gmail.com,http://www.plaminek.info,15,,
ls23,lesní školka,Lesní mateřská škola V Závětří,Chudčická 1311 Brno  63500,774 332 366,skolka.v.zavetri@gmail.com,http://www.vzavetri.cz,24,,
ls24,lesní školka,Lesní mateřská škola Velíček  z.s.,Na Srážku 2071 Praha 4  14300,604 540 651,studio.velicek@seznam.cz,http://www.velicek.cz,15,,
ls25,lesní školka,Lesní mateřská škola a základní škola Devětsil,Kostelecká 508 Kamenice  25168,773 776 390,info@devetsil.eu,http://www.skoladevetsil.cz,15,,
ls26,lesní školka,Lesní mateřská škola Bažinka  školská právnická osoba,Vodní 82 Horka nad Moravou  78335,,lmshorka@gmail.com,http://www.bazinka.cz,15,,
ls27,lesní školka,Lesní mateřská škola Clavicula  z. ú.,Svatoplukova 288 Uherské Hradiště  68601,777 210 024,pataki@uh.cz,,15,,
ls28,lesní školka,Lesní mateřská škola DUHOVKA  školská právnická osoba,Vlčice  č.p. 101  Vlčice  79065,774 601 039,duhovedeti@gmail.com,,15,,
ls29,lesní školka,Lesní mateřská škola Kozičínský Klabánek z. s.,Kozičín  č.p. 13  Příbram  26101,777 898 525,evita.ostrizkova@seznam.cz,http://www.kozicinskyklaban.cz,15,,
ls30,lesní školka,Lesní mateřská škola skřítka Pohádky  z.s.,Kolmá 570 Zvole  25245,606 549 800,skritek.pohadka@atlas.cz,http://www.skritek-pohadka.cz,15,,
ls31,lesní školka,Lesní mateřská škola Sluněnka  školská právnická osoba,Dolní novosadská 63 Olomouc  77900,730 914 994,slunenka.lms@gmail.com,,16,,
ls32,lesní školka,Lesní mateřská škola Sýkorka - Frank Bold Kids,Údolní 567 Brno  60200,734 440 600,sarka.nezhybova@frankbold.org,http://www.sykorka.frankbold.org,15,,
ls33,lesní školka,Lištička - lesní mateřská škola  z.s.,Haasova 1764 Brno  61600,776 198 160,listicka@listicka.org,http://www.listicka.cz,32,,
ls34,lesní školka,Lesní mateřská škola a ekocentrum Berounka z.s.,Druztová  č.p. 12  Druztová  33007,+42 073 283 5414,info@lesniskolkaberounka.cz,http://www.lesniskolkaberounka.cz,15,,
ls35,lesní školka,Lesní mateřská škola Sofisa  školská právnická osoba,Černovír  č.p. 51  Olomouc  77900,606 637 657,sofisa@sofisa.cz,http://www.sofisa.cz,15,,
ls36,lesní školka,Rožnovská lesní mateřská škola z. s.,Horní Dráhy 2761 Rožnov pod Radhoštěm  75661,777 930 943,skolka@lsroznov.cz,http://www.lsroznov.cz,15,,
ls37,lesní školka,Spolek Kosí hnízdo  mateřská škola,Ke Smíchovu 112 Praha 5  15400,775 222 118,kosacci@kosihnizdo.cz,http://www.kosihnizdo.org,16,,
ls38,lesní školka,Svobodná základní škola a lesní mateřská škola DOMA V LESE  z.s.,Otakarova 2696 České Budějovice  37001,605 212 396,info@domavlese.cz,http://www.domavlese.cz,48,,
ls39,lesní školka,Základní škola a lesní mateřská škola Čtyřlístek,Poštovní 160 Mariánské Lázně  35301,778 040 225  605840509,ctyrlistekml@seznam.cz,http://www.zsctyrlistekml.cz,15,,
ls40,lesní školka,Základní škola a Mateřská škola Ostrov u Macochy  příspěvková organizace,Ostrov u Macochy  č.p. 363  Ostrov u Macochy  67914,778 429 953,zsostrovum@zsostrovum.cz,http://www.zsostrovum.cz,24,,
ls41,lesní školka,Základní škola a Lesní mateřská škola Jurta,Vítězství 121 Děčín  40502,605 853 590,info@lesniklub.cz,http://www.lesniklub.cz,35,,
DS757,dětská skupina,Happy Point Vršovička,Vršovická 416/9  Praha 10 - Vršovice  PSČ 10100,,,,12,,
DS799,dětská skupina,Čiperkov I,U Zásobní zahrady  1774/15  Praha - Žižkov  PSČ 13000,,,,9,,
DS607,dětská skupina,Paleček,K Milíčovu  734/1  Praha -  Háje  PSČ 14900,,,,12,,
DS782,dětská skupina,Kolejáček,Čedičová 832/10  Praha 5 - Radotín  PSČ 15300,,,,11,,
DS789,dětská skupina,Hvězdička,Ke Smíchovu 1144/144  Praha - Slivenec  PSČ 15400,,,,12,,
DS684,dětská skupina,Montessori školka Hvězdička DS,Kovářova 25a/42  Praha  - Praha 5  PSČ 15500,,,,15,,
DS800,dětská skupina,DS ChildrenCare,Šostakovičovo nám. 1515/5  Praha 5 - Stodůlky  PSČ 15500,,,,12,,
DS798,dětská skupina,Dětská skupina MO v posádce Praha II,Janouškova 300/3  Praha - Praha 6 - Veleslavín  PSČ 16200,,,,20,,
DS605,dětská skupina,Dětská skupina Gedžitka,Kabešova 943/892  Praha - Praha 9  PSČ 19000,,,,6,,
DS769,dětská skupina,DS Landie - Veliká Ves - Berušky,Za Humny 108  Veliká Ves  PSČ 25070,,,,12,,
DS771,dětská skupina,DS Landie - Veliká Ves - Broučci,Za Humny 108  Veliká Ves  PSČ 25070,,,,12,,
DS772,dětská skupina,DS Landie - Říčany - Motýlci,Orlická 2188/2  Říčany  PSČ 25101,,,,24,,
DS519,dětská skupina,Ratolata,Náměstí Na Sádkách  704  Dolní Břežany  PSČ 25241,,,,6,,
DS805,dětská skupina,Dětská skupina MICHAEL,Pražská 2  Psáry - Dolní Jirčany  PSČ 25244,,,,6,,
DS421,dětská skupina,Dětská skupina Chýňata,Ke školce 57  Chýně  PSČ 25301,,,,12,,
DS748,dětská skupina,Zdravíčkov, 4  Sedlec - Prčice - Monínec  PSČ 25791,,,,9,,
DS666,dětská skupina,Žlutý ČÁP,Budínek 2  Svaté Pole - Budínek  PSČ 26301,,,,12,,
DS356,dětská skupina,Dětská skupina Domek,Husovo nám.  82/10  Beroun  PSČ 26601,,,,10,,
DS411,dětská skupina,Černokostelecká dětská skupina ROZUMu,Kutnohorská 582  Kostelec nad Černými lesy  PSČ 28163,,,,12,,
DS750,dětská skupina,Černokostelecká dětská skupina ROZUMu II,Kutnohorská  582  Kostelec nad Černými lesy  PSČ 28163,,,,12,,
DS340,dětská skupina,La Palomita,Náměstí Arnošta z Pardubic 25  Český Brod  PSČ 28201,,,,12,,
DS573,dětská skupina,Dětské centrum Ledňáček  z.s.,Obecní  94  Doubravčice  PSČ 28201,,,,10,,
DS608,dětská skupina,Hůrka,Vocelova  394  Kutná Hora  PSČ 28401,,,,10,,
DS339,dětská skupina,Kosatky v pohybu,Jaselská 160/31  Mladá Boleslav - Mladá Boleslav IV  PSČ 29301,,,,8,,
DS341,dětská skupina,Dětská skupina MOTÝL,Branišovská 1716/31  České Budějovice  PSČ 37005,,,,12,,
DS716,dětská skupina,Sedmikráska,Dr. Bureše 1251/9a 1251/9a  České Budějovice 2  PSČ 37005,,,,12,,
DS541,dětská skupina,Dětská skupina Rybičky,Pod Lesem 16/1362  Dobrá Voda u Českých Budějovic - Dobrá Voda u Českých Budějovic  PSČ 37316,,,,12,,
DS626,dětská skupina,Janinka,Václavská 82  Netolice  PSČ 38411,,,,6,,
DS522,dětská skupina,Dětská skupina Pampeliška,Husova 361  Strakonice  PSČ 38601,,,,6,,
DS633,dětská skupina,Královská školka Strakonice I.,Tovární 220  Strakonice  PSČ 38601,,,,12,,
DS820,dětská skupina,Trempík,Holečkova 1060  Blatná  PSČ 38801,,,,12,,
DS634,dětská skupina,Královská školka Strakonice II.,Tovární 220  Strakonice  PSČ 39701,,,,12,,
DS629,dětská skupina,Dětská skupina Motýlek,Na Pěšině 332  Děčín - Děčín IX - Bynov  PSČ 40505,,,,12,,
DS479,dětská skupina,Dětské centrum Naděje,Generála Svobody 3078  Varnsdorf  PSČ 40747,,,,12,,
DS401,dětská skupina,DS Sluníčka Teplice,Českobratrská 42/2942  Teplice  PSČ 41501,,,,12,,
DS407,dětská skupina,DS YMCA,Pražská 3226  Teplice - Prosetice  PSČ 41501,,,,12,,
DS565,dětská skupina,Montessori RMS,Čelakovského 1017/14  Chomutov  PSČ 43001,,,,12,,
DS606,dětská skupina,BLUDO DĚTEM,Na Valích  339  Louny - Louny   PSČ 44001,,,,12,,
DS419,dětská skupina,Slůně,Česká  617  Liberec  - Liberec 25  PSČ 46312,,,,12,,
DS795,dětská skupina,DS Šneček,Liberecká  587  Hrádek nad Nisou  PSČ 46334,,,,24,,
DS490,dětská skupina,Dětská skupina 2-3,Libchavská 107  Česká Lípa  PSČ 47001,,,,20,,
DS491,dětská skupina,Dětská skupina 1-2,Libchavská 107  Česká Lípa  PSČ 47001,,,,12,,
DS815,dětská skupina,Cihlička ,K Meteoru  757/16  Hradec Králové   - Svobodné Dvory   PSČ 50311,,,,6,,
DS613,dětská skupina,DS miniPastelka Jičín  z. s.,Ruská 54  Jičín  PSČ 50601,,,,9,,
DS599,dětská skupina,TVOŘIVÉ KRÁLOVSTVÍ,Havlíčkova 1361  Rychnov nad Kněžnou  PSČ 51601,,,,12,,
DS600,dětská skupina,HRAVÝ SKUBÍČEK,Havlíčkova 1361  Rychnov nad Kněžnou  PSČ 51601,,,,12,,
DS601,dětská skupina,KŘEMÍLKOVA CHALOUPKA,Havlíčkova  1361  Rychnov nad Knežnou  PSČ 51601,,,,12,,
DS527,dětská skupina,Dětská skupina Šikovné dětičky,Lonkova  510  Pardubice  PSČ 53009,,,,8,,
DS528,dětská skupina,Dětská skupina Šikovné ručičky,Lonkova  501  Pardubice  PSČ 53009,,,,8,,
DS740,dětská skupina,Dětská skupina Horka,Horka 53  Horka - Horka  PSČ 53851  Chrudim,,,,12,,
DS741,dětská skupina,DS Pod Suchým vrchem,Aloise Hanuše 85  Jablonné nad Orlicí  PSČ 56164,,,,12,,
DS564,dětská skupina,Miniškolka Všeználek,Sv.Čecha  56  Vysoké Mýto - Vysoké Mýto - město  PSČ 56601,,,,12,,
DS735,dětská skupina,Dětská skupina Paperáček,Jana Skácela 15/898  Svitavy - Svitavy  PSČ 56802,,,,20,,
